id,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6,recommendation7,recommendation8,recommendation9,recommendation10,recommendation11,recommendation12
tt0029454,tt0027067,tt0026134,tt0022685,tt0038256,tt0040834,tt0034936,tt0026056,tt0028517,tt0039066,tt0050307,tt0045012,tt0034236
tt0265086,tt1091191,tt2179136,tt0887912,tt0215750,tt0277434,tt2713180,tt0320661,tt4330758,tt0187393,tt1790885,tt0213149,tt4172430
tt0092546,tt0076257,tt0067716,tt0270523,tt0122440,tt0089346,tt0375073,tt0074633,tt0120086,tt0107529,tt0086491,tt0104511,tt0142973
tt0037166,tt0034428,tt0035608,tt0037611,tt0048291,tt0034449,tt0041967,tt0046414,tt0042324,tt0032285,tt0039080,tt0034513,tt0028096
tt0381061,tt1074638,tt0830515,tt2379713,tt2382320,tt0113189,tt8946378,tt0246460,tt1856101,tt0143145,tt0120347,tt4154796,tt0058150
tt0457400,tt0839980,tt1045778,tt1240982,tt1790886,tt0445934,tt4481514,tt0004205,tt2561572,tt0415306,tt1386588,tt1702425,tt0492619
tt0070913,tt0060268,tt0091757,tt0067372,tt0061655,tt0080009,tt0104779,tt0056291,tt0109579,tt2406252,tt0074811,tt0059646,tt0095174
tt0109916,tt0107027,tt0113187,tt0104352,tt0101962,tt0255198,tt0097444,tt0366526,tt0279112,tt0188640,tt0314111,tt0399102,tt0058379
tt0038343,tt0037820,tt0035937,tt0037549,tt0036733,tt0036104,tt0036027,tt0036341,tt0033758,tt0036187,tt0031614,tt0206390,tt0032049
tt0326208,tt0356614,tt0272207,tt0319531,tt0279331,tt0119892,tt0105813,tt0218505,tt1085382,tt0265713,tt0300058,tt1836944,tt0459421
tt0091400,tt0094712,tt0080641,tt0107117,tt0094082,tt0093143,tt0160184,tt0111122,tt0108171,tt0087386,tt0376890,tt0116446,tt0101672
tt0080836,tt0087910,tt0077294,tt0076845,tt0070046,tt3245656,tt0052245,tt0076804,tt0080736,tt0056121,tt0233657,tt0082094,tt0080527
tt0330111,tt0473360,tt7133092,tt0386504,tt5200368,tt3466476,tt1270277,tt5648036,tt1365483,tt0277941,tt0398749,tt2249221,tt1582271
tt0758742,tt0810827,tt0912597,tt5058340,tt4623604,tt1241317,tt6332396,tt0877057,tt3355694,tt3355698,tt0338763,tt1309449,tt0266308
tt0385990,tt1210801,tt0402127,tt1182609,tt0926110,tt0368688,tt0321997,tt0435696,tt0179477,tt0120851,tt3113696,tt0194722,tt1261862
tt0912597,tt0810827,tt0758742,tt5058340,tt6332396,tt4623604,tt3355698,tt3355694,tt1309449,tt1904937,tt6446712,tt1423953,tt1241317
tt0213203,tt0134067,tt0337711,tt0290281,tt0101188,tt0268397,tt0314166,tt0282120,tt0265632,tt0387714,tt0167743,tt0290835,tt0244926
tt0064045,tt0073639,tt0060880,tt0081439,tt0031055,tt0456057,tt0121241,tt13173474,tt5232650,tt0063063,tt0049637,tt0450276,tt0070183
tt0120697,tt0267601,tt0249893,tt0158438,tt0093166,tt0200431,tt0103966,tt0839938,tt0183885,tt11136594,tt0246677,tt0120401,tt0490087
tt0237572,tt0112744,tt0257360,tt0111742,tt0119468,tt0104427,tt0272207,tt0107497,tt0082934,tt0118564,tt0089841,tt0095174,tt0137363
tt0138749,tt0120794,tt0165982,tt0230011,tt0133240,tt0328880,tt0166813,tt0120917,tt0116583,tt0118617,tt0120855,tt0119282,tt0130623
tt0063661,tt0062425,tt0031536,tt0062089,tt0056289,tt0033174,tt0040321,tt0105107,tt0088213,tt0039000,tt0230838,tt0058708,tt0028313
tt0144134,tt0080009,tt0082940,tt0091530,tt0196536,tt0488991,tt0202346,tt0229625,tt0055950,tt0278035,tt0206105,tt0164728,tt0061553
tt0030857,tt0031038,tt0030396,tt0031383,tt0030442,tt0032043,tt0031143,tt0033174,tt0029322,tt0032017,tt0030743,tt0036886,tt0029682
tt0068718,tt0082220,tt0073453,tt0071269,tt0061831,tt0062138,tt0065895,tt0067350,tt0053133,tt0065989,tt0078269,tt0049743,tt0049672
tt0118818,tt0095302,tt0100024,tt0286261,tt0151568,tt0383694,tt1431181,tt1045670,tt0082727,tt0117589,tt0066842,tt0107653,tt0093961
tt0126261,tt0137338,tt0954947,tt0385056,tt0785007,tt3838634,tt0109847,tt0171576,tt0466839,tt0099819,tt0298408,tt1619037,tt0186045
tt0096785,tt0096932,tt0095454,tt0082379,tt0085356,tt0092516,tt0087796,tt0081455,tt0102848,tt0081677,tt0086459,tt0084298,tt0056315
tt0096193,tt0092666,tt0108238,tt0067989,tt0119501,tt0098184,tt0292610,tt0069833,tt0319531,tt0041223,tt0095987,tt0029217,tt0097570
tt0034798,tt0038369,tt0035432,tt0026416,tt0039211,tt0037101,tt0047679,tt0039536,tt0041268,tt0040753,tt0036930,tt0036260,tt0039286
tt0100148,tt0114857,tt0204626,tt0089348,tt1059836,tt0072732,tt0163579,tt0099385,tt0093780,tt0093164,tt0095389,tt0102818,tt0094082
tt0271946,tt0288045,tt0117786,tt0127357,tt0290095,tt0114126,tt0116704,tt0386005,tt0300471,tt0105399,tt0108656,tt0113326,tt0184894
tt0115725,tt0101635,tt0108147,tt0105417,tt0250720,tt0110366,tt0114658,tt0105629,tt0109891,tt0087065,tt0110763,tt0113442,tt0093148
tt0377109,tt0298130,tt0498381,tt0449092,tt0391198,tt0433386,tt1053859,tt2226417,tt3195644,tt0178868,tt5726086,tt5140878,tt0218553
tt0129358,tt0124307,,,,,,,,,,,
tt0032455,tt0120910,tt0033563,tt0032910,tt0034492,tt0029583,tt0043274,tt0057546,tt0042332,tt0046183,tt0053285,tt0048280,tt0061852
tt0427470,tt0393109,tt1547234,tt1403177,tt1086216,tt0252684,tt3152536,tt0844286,tt0443559,tt1442014,tt0489281,tt0292963,tt0325805
tt0298148,tt0126029,tt0413267,tt0892791,tt0351283,tt0268380,tt0441773,tt0479952,tt0120363,tt1323594,tt1302011,tt0317219,tt0438097
tt0119802,tt0110955,tt0105159,tt0100685,tt0119594,tt0120867,tt0115639,tt0104409,tt0470168,tt4651466,tt1157631,tt0076754,tt0110997
tt0092608,tt0058384,tt0091817,tt0091178,tt0090098,tt0085387,tt0092147,tt0092537,tt0090774,tt0089730,tt0089208,tt0056860,tt0102690
tt0092854,tt0086734,tt0089003,tt0091713,tt0096913,tt0090323,tt0318974,tt0096156,tt0087092,tt0081193,tt0097456,tt0110255,tt0099044
tt0040499,tt0040971,tt0026413,tt0029058,tt0030755,tt0043910,tt0037614,tt0038984,tt0049061,tt0036422,tt0036230,tt0037094,tt0025101
tt0103893,tt0118276,tt0162065,tt1825697,tt0115963,tt8728970,tt0109402,tt0093437,tt0473339,tt0101757,tt0104070,tt0104187,tt1438176
tt0485976,tt1424310,tt1273678,tt7070496,tt4217392,tt0327437,tt1155076,tt4687848,tt0940709,tt0286112,tt1478291,tt7645502,tt4644382
tt0105483,tt0107057,tt0118901,tt0119783,tt0085398,tt0097328,tt0091786,tt0120683,tt0087313,tt0100442,tt0091554,tt0093959,tt0104006
tt0837106,tt0950739,tt1392307,tt9160022,tt1233301,tt1385680,tt7185754,tt1020558,tt1034389,tt13060640,tt0462396,tt1181791,tt3773988
tt0338095,tt0856288,tt0814685,tt1029234,tt1020530,tt0416315,tt1316536,tt0454841,tt0465203,tt0844479,tt0181549,tt0844708,tt7520570
tt0095638,tt0094746,tt0079100,tt0119314,tt2713778,tt0479937,tt0082970,tt0110932,tt0103850,tt0090670,tt0115907,tt0081974,tt0968264
tt0120685,tt0831387,tt3741700,tt0360717,tt3731562,tt0163025,tt0119567,tt1190080,tt0443649,tt0319262,tt5034838,tt4262980,tt0116629
tt0023241,tt0019412,tt0014611,tt0018051,tt0013201,tt0015841,tt0011144,tt0019688,tt0036022,tt0027113,tt0057999,tt0020161,tt0013994
tt0091778,tt0095889,tt0084516,tt1029360,tt0078767,tt0115317,tt0083550,tt0095742,tt0077394,tt0315016,tt0093629,tt0097981,tt0087050
tt0066058,tt0069239,tt0067757,tt0055894,tt0067924,tt0068716,tt0085253,tt0066412,tt0097942,tt0076683,tt0075666,tt3233972,tt0035899
tt0305206,tt0109508,tt0375063,tt0162346,tt0340377,tt0257360,tt0775529,tt1606392,tt0857191,tt0126886,tt4478090,tt0364955,tt0117318
tt0095629,tt0076845,tt0098051,tt0082136,tt0095814,tt0087718,tt0118149,tt0088925,tt0111035,tt0097448,tt0074380,tt0119085,tt0095599
tt0062133,tt0079722,tt0186906,tt0048001,tt0074799,tt0071060,tt0067591,tt0056912,tt0046921,tt0068285,tt0045659,tt0050100,tt0069311
tt0790676,tt5884888,tt0144740,tt0143889,tt2065877,tt0118933,tt13562536,tt0110175,tt1544600,tt5304664,tt0117086,tt0113483,tt9580502
tt0081457,tt0093468,tt0084028,tt0164295,tt0095256,tt0088822,tt0100728,tt0083146,tt0070190,tt0084298,tt0081459,tt0074434,tt0084825
tt0762145,tt1153102,tt3853806,tt3120960,tt2953196,tt0904127,tt3481210,tt1479398,tt4693464,tt1514043,tt3367686,tt2015478,tt0783501
tt0064300,tt0063379,tt0064175,tt0066950,tt0069159,tt0064860,tt0073541,tt0069713,tt0061576,tt0070534,tt0082835,tt0073726,tt0062151
tt0265591,tt6342110,tt0120777,tt0376720,tt0171576,tt0266971,tt0280949,tt0236640,tt0360016,tt0250202,tt0294594,tt0332375,tt0898940
tt0086992,tt0079123,tt0084058,tt0082964,tt0084591,tt0089221,tt0080945,tt0063141,tt0085478,tt0072674,tt0120835,tt0098831,tt0100200
tt0089628,tt0087635,tt0362411,tt0280341,tt0086873,tt0082894,tt0111194,tt0083798,tt0080739,tt0172632,tt0094910,tt0101969,tt0084109
tt0035659,tt0039080,tt0036719,tt0041622,tt0037055,tt0039029,tt0035034,tt0032019,tt0050087,tt0042935,tt0050213,tt0037166,tt0035689
tt0051816,tt0045002,tt0057463,tt0052631,tt0038289,tt0065726,tt0057652,tt3315310,tt0055871,tt0049019,tt0038417,tt0057917,tt0042275
tt0102757,tt0108328,tt0166808,tt0360130,tt0103010,tt0090209,tt0102170,tt0109508,tt0120906,tt4665050,tt0094008,tt0108260,tt0114323
tt0374184,tt0250638,tt0414931,tt0216165,tt0220644,tt0969269,tt0491244,tt2332707,tt0319901,tt0168043,tt1371585,tt0307034,tt0176809
tt0384683,tt0275309,tt0082252,tt0133189,tt0086589,tt0979910,tt0355702,tt0109068,tt1201167,tt0094057,tt1017451,tt0469318,tt0490701
tt0228333,tt0120877,tt0116225,tt1369706,tt0114852,tt0104850,tt0093777,tt0113409,tt0074156,tt0082340,tt0088172,tt0080749,tt0069945
tt0401089,tt0374298,tt0460012,tt0114055,tt0309047,tt0070861,tt0430677,tt0417397,tt0049917,tt0087650,tt0185584,tt0238883,tt0072613
tt0051665,tt0051196,tt0049152,tt0168201,tt0063098,tt0053207,tt0104540,tt0035616,tt0039080,tt0086274,tt0034405,tt0057328,tt9605762
tt0019644,tt0019959,tt0020112,tt0021750,tt0019777,tt0018839,tt0019729,tt0020827,tt0025228,tt0022550,tt0023158,tt0023590,tt0041776
tt0117715,tt1352765,tt0407236,tt0228687,tt0109781,tt5783476,tt0104285,tt0095715,tt0067259,tt0170232,tt0084362,tt0062770,tt0098481
tt0364435,tt0226009,tt0326065,tt0822393,tt0110178,tt4357368,tt4776784,tt0403217,tt3290276,tt5254562,tt0368774,tt0494834,tt0077762
tt0117394,tt0068348,tt0076336,tt4935084,tt0110894,tt0077287,tt0098214,tt0280015,tt0131335,tt8520140,tt0054042,tt0112619,tt10851276
tt0364621,tt0206067,tt0444913,tt0286593,tt0173081,tt0337611,tt0337971,tt0254683,tt0382385,tt0172761,tt0111308,tt0111625,tt0451631
tt0418657,tt0135790,tt0278815,tt3019694,tt8733290,tt5075584,tt0100912,tt0313021,tt0322545,tt13929916,tt10145122,tt7689310,tt7225386
tt0043643,tt0044863,tt0041178,tt0043131,tt0044825,tt0043657,tt0043608,tt0033375,tt0041642,tt0044502,tt0049672,tt0044357,tt0039286
tt0086927,tt0088161,tt0092925,tt0091541,tt0096734,tt0098536,tt0089543,tt0954541,tt0094737,tt0088000,tt0084522,tt0104694,tt0099892
tt0119256,tt0272338,tt1791528,tt0118749,tt0175880,tt1560747,tt5776858,tt0138363,tt0138403,tt4995590,tt0469494,tt0086979,tt10516984
tt0116295,tt0162866,tt0099902,tt0105197,tt0087433,tt0332639,tt0106332,tt0093133,tt0093206,tt0101440,tt0851532,tt11448076,tt0110081
tt0062636,tt0073626,tt0057688,tt0060099,tt0063010,tt0072966,tt0076555,tt0075375,tt0064273,tt0067134,tt0058596,tt0166139,tt0065932
tt0117338,tt0117797,tt0146271,tt0407851,tt0297721,tt0111555,tt4671274,tt0113703,tt4125300,tt0269856,tt0106967,tt0168972,tt0435434
tt0168473,tt0054649,tt0090683,tt0024852,tt0933064,tt1608255,tt0078281,tt0094326,tt0099733,tt0137201,tt0115509,tt0116817,tt0242135
tt0853096,tt0119942,tt1596352,tt0872224,tt2883448,tt9694312,tt0490579,tt0048613,tt7420342,tt2093977,tt0364961,tt0091306,tt0120596
tt0069946,tt0073008,tt0066892,tt0069883,tt0068663,tt0065528,tt0066212,tt0044110,tt0080790,tt0065989,tt0066109,tt0055438,tt0067217
tt0125128,tt0116882,tt0072362,tt0309600,tt2866824,tt4126434,tt6256872,tt0187712,tt5106400,tt2719868,tt0460845,tt0119578,tt7217362
tt0367913,tt0364385,tt0330501,tt0330500,tt1422675,tt1422674,tt3572132,tt0433386,tt0218553,tt5346902,tt0235712,tt0391198,tt4458368
tt0031022,tt0036348,tt0036349,tt0031448,tt0035318,tt0035317,tt0037248,tt0037303,tt0037168,tt0038008,tt0037794,tt0038259,tt0039017
tt0884224,tt0120797,tt0119229,tt0445946,tt0400525,tt3672564,tt1493842,tt0417001,tt0977214,tt1659338,tt1034320,tt0497025,tt0160797
tt0113014,tt0109765,tt0098143,tt0111255,tt0097383,tt0107034,tt0095316,tt0116257,tt0139606,tt0097626,tt0080331,tt0175997,tt0093771
tt0069371,tt0052680,tt0067763,tt0064638,tt0040178,tt0057681,tt0055809,tt0057809,tt0065731,tt0057840,tt0056903,tt0067809,tt0040789
tt0049370,tt0050147,tt0049516,tt0050778,tt0049128,tt0050393,tt0052969,tt0051786,tt0050197,tt0050530,tt0050722,tt0048215,tt0050720
tt0432637,tt0254481,tt1029231,tt0441048,tt5460276,tt2905838,tt1849718,tt0234000,tt0422091,tt7430722,tt3859980,tt1017456,tt0449994
tt0086026,tt0065815,tt0092549,tt0060440,tt0197521,tt0045808,tt0067525,tt0062755,tt0061758,tt0064231,tt0080907,tt0399102,tt0035093
tt0067451,tt0202045,tt0024868,tt0045471,tt0029207,tt0029319,tt0082360,tt1320066,tt0062067,tt0041523,tt0063523,tt0038449,tt0063800
tt0106545,tt0113356,tt0101763,tt0116456,tt0103328,tt0104553,tt0112446,tt0101783,tt0097244,tt0105534,tt0102737,tt0116455,tt0103045
tt0095488,tt0091142,tt0080360,tt0096029,tt0098165,tt0066993,tt0087100,tt0174456,tt0097859,tt0066109,tt0066858,tt2087757,tt0073298
tt0051432,tt0049363,tt0055902,tt0050393,tt0052320,tt0049370,tt0053095,tt0052131,tt0052549,tt0045352,tt0051128,tt0051755,tt0070694
tt0093986,tt0091053,tt0095599,tt0118901,tt0087247,tt0090770,tt0097328,tt0102250,tt0073133,tt0092627,tt0102818,tt0068805,tt0079688
tt0041526,tt0041445,tt0050815,tt0041513,tt0048705,tt0023786,tt0037508,tt0032018,tt0025880,tt0032410,tt0029949,tt0023180,tt0041515
tt0245090,tt0098513,tt0179148,tt1382725,tt0115996,tt0056907,tt0170705,tt0070826,tt0118698,tt0115885,tt0471005,tt2679576,tt0281820
tt0825728,tt3589290,tt2224506,tt1221932,tt0147791,tt1874646,tt1828163,tt2391075,tt1621947,tt1664003,tt0080916,tt1957898,tt1183374
tt0348121,tt0293416,tt0113799,tt3392330,tt0164917,tt0102812,tt0185481,tt0103286,tt0193253,tt6264824,tt1530535,tt0093871,tt0388473
tt0047889,tt0048593,tt0045919,tt0043887,tt0047086,tt0051198,tt0044418,tt0050629,tt0040946,tt0051398,tt0050562,tt0046463,tt0036824
tt0092997,tt0083111,tt0105636,tt0097626,tt0081071,tt0073092,tt0097166,tt0077474,tt0096098,tt0090888,tt0088194,tt0116830,tt0114938
tt0049933,tt0054296,tt0052135,tt0046469,tt0056496,tt0045847,tt0046937,tt0055318,tt0047411,tt0042963,tt0045637,tt0042638,tt0057905
tt0041523,tt0042428,tt0041187,tt0038937,tt0042274,tt0047209,tt0039017,tt0040472,tt0056121,tt0040779,tt0038494,tt0024210,tt0037795
tt0493417,tt0444781,tt0477252,tt0813540,tt2615584,tt2369154,tt1105733,tt1202540,tt0208092,tt1720254,tt1392744,tt3159708,tt0319020
tt0062974,tt0052722,tt0056262,tt0054188,tt0059243,tt3647110,tt0074130,tt0037059,tt0052427,tt0041259,tt0290819,tt0062803,tt6132948
tt0044916,tt0041498,tt0045317,tt0045810,tt0043759,tt0045891,tt0039169,tt0043736,tt0046126,tt0044557,tt0029284,tt0047574,tt0044981
tt0974554,tt1185376,tt0430576,tt0314412,tt0491046,tt0330702,tt0913425,tt1396226,tt3062976,tt3480886,tt0441909,tt0338097,tt0206420
tt0085384,tt0084814,tt0078163,tt0072081,tt0108187,tt0075066,tt0058586,tt0057413,tt0063135,tt0061452,tt0063415,tt0055201,tt0838232
tt0083006,tt0068850,tt0083967,tt0098283,tt0071970,tt0077889,tt0033717,tt0067309,tt0023187,tt0090970,tt0082089,tt0093683,tt0084707
tt0043625,tt0040366,tt0041954,tt0053133,tt0039204,tt0042281,tt0033987,tt0050213,tt0038780,tt1464238,tt0354843,tt0044136,tt0043131
tt0087298,tt0091080,tt0083972,tt0082418,tt0089173,tt0095179,tt0080761,tt0097388,tt0107254,tt0211443,tt0093629,tt0758746,tt0329101
tt0120915,tt0121765,tt0121766,tt0086190,tt2488496,tt0076759,tt0080684,tt2527336,tt3748528,tt3778644,tt2527338,tt0458290,tt12247528
tt0294289,tt8774202,,,,,,,,,,,
tt0418879,tt0492754,tt0119891,tt0412798,tt0486051,tt0867286,tt0338554,tt0118460,tt0257516,tt0970468,tt0228891,tt0489488,tt1406147
tt0028203,tt0024865,tt0023488,tt0021885,tt0047029,tt0020827,tt0027075,tt0025948,tt0028373,tt0029047,tt0030418,tt0030637,tt0028313
tt0420260,tt0363060,tt0388474,tt0097532,tt6578572,tt0331274,tt0107736,tt8332772,tt6023608,tt2313534,tt0096863,tt0120547,tt0345549
tt0063759,tt0063611,tt0064793,tt0057611,tt0055499,tt0053976,tt0057358,tt0069467,tt0051365,tt0046345,tt0080397,tt0053772,tt0048272
tt0109348,tt0113819,tt0118954,tt0158371,tt0196216,tt0104466,tt0087003,tt0093818,tt0116242,tt0107507,tt0256524,tt0091167,tt0097123
tt0133985,tt0119210,tt0102900,tt0092783,tt0104627,tt0142804,tt0109442,tt0160644,tt0299854,tt0119783,tt1954210,tt1387230,tt8985658
tt0073566,tt0061709,tt0078313,tt0073784,tt0100771,tt0087350,tt0076261,tt0071784,tt0065570,tt0068657,tt0094899,tt0079270,tt0074575
tt0049949,tt0049006,tt0045564,tt0044502,tt0047101,tt0042579,tt0035966,tt0040766,tt0033873,tt0027652,tt0038417,tt0037075,tt0048387
tt0411477,tt0167190,tt2274648,tt0187738,tt0120611,tt0320691,tt0209163,tt0338526,tt0401855,tt0296572,tt0120616,tt1663662,tt0834001
tt0077751,tt0084042,tt0099858,tt0064038,tt0119629,tt0074168,tt0196355,tt0416465,tt0044429,tt0065879,tt0057357,tt0110545,tt0091960
tt0028478,tt0027800,tt0032245,tt0026123,tt0022827,tt0023194,tt0031614,tt0027938,tt0027521,tt0024368,tt0024055,tt0032753,tt0026685
tt0038116,tt0056526,tt0049055,tt0048445,tt0052225,tt0024610,tt0049408,tt0039055,tt0047472,tt0039370,tt0042200,tt0041652,tt0030997
tt0450506,tt0139898,tt0903644,tt1084969,tt1114680,tt1157658,tt1240916,tt7798644,tt1129445,tt2167266,tt1018902,tt4434010,tt0479528
tt0382383,tt0451631,tt0499375,tt0347332,tt1334470,tt0173081,tt0811066,tt0296574,tt0375571,tt0337971,tt0488414,tt0211126,tt0437407
tt0300270,tt1221141,tt0240419,tt3409848,tt4731952,tt9859510,tt4383828,tt0194378,tt0841925,tt15357942,tt0107922,tt0057977,tt0218109
tt0335438,tt0396269,tt0196229,tt0302886,tt0364725,tt0445934,tt0290002,tt0415306,tt0072567,tt1386588,tt0212338,tt0357413,tt0488639
tt0065616,tt5893264,tt0060268,tt8506840,tt0059527,tt0079482,tt0064546,tt0069497,tt0089941,tt0049038,tt0083560,tt0071579,tt8359822
tt0110667,tt0093624,tt0116073,tt1268809,tt0090930,tt0089013,tt0096426,tt0091630,tt0107953,tt0095925,tt0095863,tt0082951,tt0091223
tt0109374,tt0120152,tt0384686,tt0100519,tt0101395,tt0245540,tt0117194,tt0099091,tt0099547,tt0104816,tt0306011,tt0119225,tt0102174
tt0398963,tt0481273,tt0330602,tt0231844,tt1070887,tt0433350,tt0138414,tt1827528,tt0476991,tt2609778,tt0377701,tt2306783,tt0795376
tt0398373,tt0351887,tt0365847,tt0090342,tt1319718,tt2599716,tt0091427,tt0184526,tt1075419,tt1772230,tt0288045,tt0089177,tt0271946
tt0290145,tt0425253,tt0783238,tt0102388,tt0137338,tt0087004,tt0285861,tt2388705,tt0115632,tt5114154,tt0108473,tt10431320,tt6886080
tt0189744,tt0087803,tt9112152,tt0286499,tt0051762,tt1073520,tt1883359,tt2265565,tt0068956,tt0278487,tt0220100,tt11052174,tt2667960
tt0036989,tt0032653,tt0248379,tt0037154,tt0025913,tt0034814,tt0024087,tt0024127,tt0034800,tt0156078,tt0033973,tt0036443,tt0030523
tt0113224,tt0117107,tt3544082,tt0083693,tt0093092,tt0046268,tt0089816,tt0088851,tt0096180,tt0079773,tt0082030,tt0112858,tt0191122
tt0028346,tt0404364,tt0029864,tt0083590,tt0244757,tt0052077,tt7434638,tt0059170,tt0104083,tt0060666,tt0147467,tt0082362,tt0023196
tt0024906,tt0025880,tt0022698,tt0025363,tt0028486,tt0024548,tt0023584,tt0023556,tt0027221,tt0038455,tt0042275,tt0024334,tt0025919
tt0101595,tt0129023,tt0112427,tt0101597,tt0103129,tt0110496,tt0366544,tt0106535,tt1392888,tt0115067,tt0832865,tt0250716,tt0448124
tt0098188,tt0109493,tt0099581,tt0101371,tt0252266,tt0094940,tt0108207,tt0271972,tt0099741,tt0090882,tt0120383,tt0093185,tt0098721
tt0121765,tt0120915,tt0121766,tt0086190,tt2488496,tt0080684,tt0076759,tt2527336,tt3748528,tt3778644,tt2527338,tt0458290,tt12247528
tt0062975,tt0065542,tt0060884,tt0062708,tt0059711,tt0055558,tt0050763,tt0048055,tt0044953,tt0042286,tt0048342,tt0052190,tt0054095
tt0031359,tt0036855,tt0263371,tt0041776,tt9695682,tt13924976,tt0038577,tt0032599,tt15087414,tt0032701,tt0033627,tt0073275,tt0025198
tt0374887,tt0456144,tt2283748,tt0169102,tt2356180,tt0242519,tt2338151,tt6452574,tt4430212,tt2377938,tt0405508,tt1562872,tt7725596
tt0062373,tt0076845,tt0058507,tt0065775,tt0086058,tt0041625,tt0045637,tt0063557,tt0063161,tt0060287,tt0060814,tt0052794,tt0032843
tt0380726,tt0128378,tt4057376,tt0072021,tt0054004,tt0170351,tt8744094,tt0387541,tt0300657,tt0064785,tt1070742,tt0322120,tt6054874
tt0109098,tt0109517,tt0099277,tt0092532,tt0404977,tt0094061,tt0214638,tt0072856,tt0139029,tt0098444,tt0082348,tt0115385,tt0113318
tt0351283,tt0479952,tt1277953,tt0268380,tt0441773,tt1323594,tt1080016,tt0438097,tt0298148,tt0126029,tt0317219,tt1302011,tt1690953
tt0068654,tt0066160,tt0068772,tt0070039,tt0069165,tt0069041,tt0070312,tt0063275,tt0081415,tt0073338,tt2222782,tt0078930,tt0070603
tt0119141,tt0144640,tt0190138,tt0261289,tt0259446,tt0207201,tt0332047,tt0124298,tt0117979,tt0117108,tt0117247,tt0114319,tt0244970
tt0381111,tt0382912,tt0314620,tt0403483,tt0205190,tt0447679,tt0124272,tt2472432,tt0261175,tt0382095,tt0279231,tt1414404,tt1800372
tt0113133,tt0053644,tt0080009,tt0120831,tt0047582,tt0061401,tt0151691,tt0178050,tt0075925,tt3148528,tt1439558,tt0082501,tt0102014
tt0097527,tt0104449,tt0093220,tt0091223,tt0096046,tt0095863,tt0094919,tt0110823,tt1022883,tt0079714,tt0080464,tt0236283,tt0094850
tt0079450,tt0074258,tt0076683,tt0077357,tt0075164,tt0023938,tt6132770,tt0040315,tt0020488,tt0023878,tt3817962,tt0035421,tt0056914
tt0339291,tt4834206,tt1067106,tt0170016,tt0396752,tt1396218,tt0398808,tt1623205,tt0338348,tt0316396,tt0416236,tt0451079,tt0385752
tt0023563,tt0013086,tt0054371,tt0015175,tt0019415,tt0015174,tt0012494,tt0019901,tt0027652,tt0016847,tt0023649,tt0025397,tt0015064
tt0090305,tt0088128,tt0098554,tt0091790,tt0090142,tt0088847,tt0088000,tt0091042,tt0085995,tt0093748,tt0089886,tt0108988,tt0089155
tt0428725,tt0785035,tt0427954,tt1183252,tt1551621,tt0085211,tt1653690,tt0478024,tt1368116,tt0116147,tt4117094,tt1925518,tt0368909
tt0113071,tt0137494,tt0116136,tt0102798,tt0107969,tt0104839,tt1536053,tt0109920,tt0181536,tt0386140,tt0120746,tt0113501,tt0095897
tt0117705,tt3554046,tt0318155,tt0113497,tt0126029,tt0104431,tt0099785,tt0351283,tt1490017,tt0844471,tt0298148,tt0268380,tt0441773
tt0036715,tt0029309,tt0032049,tt0044423,tt0044078,tt0038621,tt0033916,tt0033879,tt0035124,tt0033397,tt0050545,tt0045029,tt0033728
tt0044014,tt0038982,tt0034941,tt0049856,tt0050658,tt0038492,tt0052634,tt0078879,tt0027407,tt0041983,tt0039492,tt0039583,tt0048507
tt0067690,tt0066518,tt0067341,tt0072354,tt0068457,tt0071396,tt0069029,tt0099368,tt0076590,tt0075433,tt0068732,tt0068458,tt0071431
tt0239507,tt0217019,tt0451673,tt0436091,tt0783530,tt0079077,tt0211580,tt0422072,tt0249538,tt0354720,tt0291131,tt0296591,tt0810077
tt0021228,tt0022276,tt0023132,tt0025740,tt0022478,tt0021778,tt0023369,tt0021223,tt0048967,tt0023926,tt0025132,tt0042544,tt0021152
tt0815165,tt4666696,tt0356159,tt1830402,tt0958611,tt2924590,tt0372289,tt1151384,tt2402194,tt4604870,tt0822856,tt14361426,tt1781947
tt0090753,tt0093051,tt0106292,tt0093186,tt0094025,tt0120724,tt0095389,tt0100148,tt0093780,tt1059836,tt0072732,tt0102818,tt0097967
tt0052604,tt0056042,tt0054422,tt0054850,tt0052782,tt0060794,tt0055022,tt0059045,tt0057460,tt0057078,tt0041838,tt0062861,tt0055047
tt0030386,tt0033832,tt0029664,tt0033110,tt0035942,tt0031066,tt0030295,tt0028850,tt0031043,tt0036602,tt0034746,tt0031403,tt0041507
tt0492835,tt2290840,tt3836378,tt1622764,tt6234666,tt1559296,tt4010918,tt2964526,tt1155053,tt4846958,tt1622747,tt2216600,tt0997155
tt0035124,tt0033879,tt0033397,tt0032412,tt0027479,tt0032258,tt0035713,tt0032049,tt0055438,tt0037219,tt0026003,tt0027521,tt0033861
tt0092929,tt0092637,tt0090366,tt0083851,tt0097108,tt0114134,tt0102722,tt0446750,tt0106335,tt1702429,tt0154443,tt0080715,tt1851006
tt0322659,tt0162830,tt0261755,tt0281820,tt0366996,tt10804084,tt1462411,tt0117107,tt0092997,tt6902708,tt0298744,tt0090966,tt0985695
